iter	Logloss
132	0.6846779769
133	0.6846655199
134	0.684583256
135	0.6845148224
136	0.6844644746
137	0.6844395935
138	0.6844222702
139	0.6843802346
140	0.684322943
141	0.684275705
142	0.684166891
143	0.6840698609
144	0.684033732
145	0.6839866117
146	0.6839377212
147	0.6839028987
148	0.6838886042
149	0.6838143018
150	0.6837585203
151	0.6836788141
152	0.6836041594
153	0.6835704856
154	0.6835638972
155	0.6835551877
156	0.6835002652
157	0.6834041083
158	0.6833338277
159	0.6832710186
160	0.6832090933
161	0.6831932552
162	0.683147789
163	0.6831101226
164	0.683085621
165	0.6830127942
166	0.6829532906
167	0.6829066421
168	0.6828421194
169	0.6827927147
170	0.6827119158
171	0.6826608616
172	0.6826509932
173	0.68259558
174	0.6825156899
175	0.6824828697
176	0.6824256366
177	0.6823976352
178	0.6823474359
179	0.682255536
180	0.6822316375
181	0.6822122737
182	0.6821482643
183	0.6821117637
184	0.682042211
185	0.681975302
186	0.6819126049
187	0.6818741184
188	0.6818092258
189	0.6817872057
190	0.6817594577
191	0.6817229076
192	0.6816965188
193	0.6816552105
194	0.6816218328
195	0.6815808552
196	0.6815231768
197	0.6814713061
198	0.6814475578
199	0.6813801098
200	0.6813307161
201	0.681274203
202	0.6812031352
203	0.6811557513
204	0.6811136269
205	0.6810839892
206	0.6810057354
207	0.6809741416
208	0.680973633
209	0.680917521
210	0.6808336519
211	0.6807789828
212	0.6807782896
213	0.680704279
214	0.6806732801
215	0.6806266781
216	0.6805560234
217	0.6805052246
218	0.6804741779
219	0.6804320667
220	0.6804101638
221	0.6803383618
222	0.6803032651
223	0.6802493461
224	0.6801890635
225	0.6801228317
226	0.6800797917
227	0.6800481688
228	0.6800177907
229	0.6799381412
230	0.6798922043
231	0.6798281445
232	0.6797579693
233	0.6797023134
234	0.6796712416
235	0.6796138578
236	0.6795867069
237	0.6795279495
238	0.6794806532
239	0.6794274941
240	0.6793511989
241	0.6792882193
242	0.6792291161
243	0.6791564377
244	0.6791300996
245	0.6790780327
246	0.6790144748
247	0.6789445387
248	0.6789085843
249	0.6788375898
250	0.6787474711
251	0.6786511271
252	0.6786072684
253	0.6785419038
254	0.6785173028
255	0.6784558959
256	0.6783928848
257	0.678334038
258	0.6782769616
259	0.6782317922
260	0.6782024321
261	0.6781329267
262	0.6780828241
263	0.6780527381
264	0.6780055105
265	0.6779278515
266	0.6779136411
267	0.6778806583
268	0.6778254279
269	0.6777858125
270	0.677727146
271	0.6777080866
272	0.6776751128
273	0.6776047506
274	0.6775509955
275	0.6775272176
276	0.6774681881
277	0.6774112265
278	0.6773728599
279	0.6773157563
280	0.6772590591
281	0.6771899789
282	0.6771315981
283	0.6770761052
284	0.6770449338
285	0.6769905887
286	0.6769556196
287	0.6769067229
288	0.6768638225
289	0.6768361246
290	0.6767716593
291	0.6766942524
292	0.6766489093
293	0.6766220351
294	0.6765474189
295	0.6765254571
296	0.676460867
297	0.6763977815
298	0.6763358197
299	0.6763123832
300	0.6762587075
301	0.676217169
302	0.6761672422
303	0.6760892639
304	0.6760073675
305	0.675963604
306	0.675893109
307	0.6758121882
308	0.6757576047
309	0.6756857533
310	0.6756307668
311	0.6755969213
312	0.6755300158
313	0.6754575744
314	0.6753966651
315	0.6753384831
316	0.6752678415
317	0.6752134194
318	0.6751925007
319	0.6751288126
320	0.6750775077
321	0.6750077735
322	0.6749349911
323	0.6748878519
324	0.6748263958
325	0.674782869
326	0.6747530649
327	0.6747191975
328	0.6746480024
329	0.6745945731
330	0.6745408556
331	0.6744805128
332	0.6744169693
333	0.6743802925
334	0.6743374406
335	0.6742741086
336	0.6742002402
337	0.6741485012
338	0.6740913377
339	0.6740449335
340	0.6739667821
341	0.6739075022
342	0.6738527373
343	0.6737732829
344	0.6737228748
345	0.6736874015
346	0.6736359928
347	0.6735775174
348	0.673534353
349	0.6734913993
350	0.673439638
351	0.6734026579
352	0.673367721
353	0.6733183857
354	0.6732879065
355	0.6732747915
356	0.6731977074
357	0.6731476747
358	0.6731008838
359	0.6730402562
360	0.6729852956
361	0.6729395695
362	0.6728887516
363	0.6728276514
364	0.6727897433
365	0.6727413364
366	0.6726803461
367	0.6726173044
368	0.6725428699
369	0.6724868363
370	0.6724347292
371	0.672368608
372	0.6722904739
373	0.6722544416
374	0.6722336708
375	0.6721831419
376	0.6721369828
377	0.6720981907
378	0.6720307612
379	0.6719740891
380	0.6719100713
381	0.6718675232
382	0.6718043226
383	0.6717544073
384	0.6717241258
385	0.6716774675
386	0.671611267
387	0.6715582584
388	0.6715023129
389	0.6714618858
390	0.6714006224
391	0.6713353586
392	0.6712812782
393	0.6712449771
394	0.6711920616
395	0.6711389672
396	0.671101743
397	0.671032655
398	0.6709785967
399	0.6709348428
400	0.6708873157
401	0.6708268538
402	0.6707796477
403	0.6707232169
404	0.6707042732
405	0.6706767701
406	0.6706393601
407	0.670605342
408	0.6705499698
409	0.670499101
410	0.6704782603
411	0.6704596378
412	0.6704304611
413	0.6703663631
414	0.6703145866
415	0.6702720624
416	0.6702218592
417	0.6701677353
418	0.6700984509
419	0.6700641654
420	0.6700381562
421	0.6699907555
422	0.6699313066
423	0.6698733861
424	0.669818993
425	0.6697577461
426	0.6697264154
427	0.6696762283
428	0.6696462258
429	0.6695989961
430	0.6695430802
431	0.6694755534
432	0.6694441707
433	0.6694318079
434	0.6694014475
435	0.669361606
436	0.6693158282
437	0.6692637051
438	0.6692305341
439	0.6691615313
440	0.6691088542
441	0.6690556519
442	0.6690227371
443	0.6689625915
444	0.6689006363
445	0.668849991
446	0.6688018108
447	0.6687736102
448	0.6687081433
449	0.6686520557
450	0.6686043961
451	0.6685451117
452	0.6684809426
453	0.6684286443
454	0.6683918038
455	0.6683549603
456	0.6683255373
457	0.6682995687
458	0.6682517599
459	0.6682043175
460	0.6681702114
461	0.6681344506
462	0.6680765715
463	0.668030344
464	0.6679778733
465	0.6679383261
466	0.667886452
467	0.6678274115
468	0.6677622145
469	0.6677274026
470	0.6676860518
471	0.6676239734
472	0.6675743063
473	0.6675384051
474	0.6674829463
475	0.6674470221
476	0.6673996944
477	0.667347708
478	0.6673256513
479	0.6672592877
480	0.667217975
481	0.6671691412
482	0.6671208984
483	0.6670595233
484	0.6670183782
485	0.6669900217
486	0.6669556746
487	0.6669162724
488	0.6668767044
489	0.6668422307
490	0.6667920399
491	0.6667357274
492	0.6666954881
493	0.6666527846
494	0.6665989137
495	0.6665504296
496	0.6664966021
497	0.6664479889
498	0.6664036861
499	0.6663536108
500	0.6663029191
501	0.6662625643
502	0.6661920644
503	0.6661359756
504	0.6660804363
505	0.666040001
506	0.6659841365
507	0.665936401
508	0.6658819672
509	0.6658445679
510	0.6658116653
511	0.6657610803
512	0.6657119654
513	0.6656640998
514	0.6656427206
515	0.6655951175
516	0.66556161
517	0.6655116922
518	0.6654621745
519	0.6654306925
520	0.6653927593
521	0.6653245422
522	0.6652843492
523	0.6652268835
524	0.6651775655
525	0.665135823
526	0.665091244
527	0.6650311578
528	0.6650036961
529	0.664968847
530	0.6649295629
531	0.6648824257
532	0.6648498552
533	0.6648106222
534	0.6647802807
535	0.664749818
536	0.6647084312
537	0.6646550182
538	0.664599606
539	0.6645513233
540	0.6645054906
541	0.6644552016
542	0.6643851847
543	0.6643404159
544	0.6643031527
545	0.6642384482
546	0.6642081979
547	0.6641522856
548	0.6641221258
549	0.6640650717
550	0.6640018173
551	0.6639622565
552	0.6639349558
553	0.6638876249
554	0.6638521032
555	0.6638190121
556	0.6637814991
557	0.6637462786
558	0.6637145143
559	0.6636785265
560	0.6636274181
561	0.6635896238
562	0.6635576513
563	0.6635215023
564	0.6634645712
565	0.6634424751
566	0.663387708
567	0.6633531141
568	0.6633226977
569	0.6632775907
570	0.6632485661
571	0.6632108692
572	0.6631679176
573	0.6631253916
574	0.6631059206
575	0.6630845872
576	0.6630288555
577	0.6629720522
578	0.6629493355
579	0.662910685
580	0.6628559809
581	0.6628187579
582	0.6627878364
583	0.6627547386
584	0.6627098049
585	0.6626709077
586	0.6626255807
587	0.6625889227
588	0.6625613745
589	0.6625301547
590	0.6624993777
591	0.6624666215
592	0.6624224247
593	0.6623785821
594	0.6623349185
595	0.6622880115
596	0.6622396315
597	0.6621859044
598	0.6621520934
599	0.6621313514
600	0.6621006961
601	0.6620769472
602	0.6620317005
603	0.6619713308
604	0.6619532623
605	0.6619091706
606	0.6618727248
607	0.6618397217
608	0.6617814709
609	0.661728518
610	0.6616759413
611	0.6616306376
612	0.6615789281
613	0.6615481529
614	0.6614972747
615	0.6614738686
616	0.6614294664
617	0.6613955024
618	0.6613428445
619	0.6612896444
620	0.6612376178
621	0.6612097459
622	0.661166689
623	0.6611364411
624	0.6610809304
625	0.661028913
626	0.6609854613
627	0.6609453731
628	0.6608855411
629	0.6608653008
630	0.6608231422
631	0.6607877225
632	0.6607466233
633	0.6607008441
634	0.6606439137
635	0.6605945857
636	0.6605462775
637	0.6605106029
638	0.6604623104
639	0.6604265226
640	0.6603808893
641	0.660361605
642	0.6603148755
643	0.6602684067
644	0.6602302977
645	0.660182339
646	0.6601429958
647	0.6601074761
648	0.6600893133
649	0.6600746788
650	0.6600202103
651	0.6599843839
652	0.6599343914
653	0.6598726508
654	0.6598362877
655	0.6597931755
656	0.6597435747
657	0.6597016758
658	0.6596702753
659	0.6596332587
660	0.6595868424
661	0.6595455614
662	0.6595007226
663	0.6594233915
664	0.6593890626
665	0.6593408904
666	0.6593112317
667	0.6592644914
668	0.6592282198
669	0.6591628933
670	0.6591278007
671	0.6590835167
672	0.6590430662
673	0.6590052013
674	0.6589616623
675	0.658924237
676	0.6588687482
677	0.6588348696
678	0.6587932917
679	0.6587688726
680	0.6586919142
681	0.6586492832
682	0.6586034249
683	0.65855288
684	0.6585129488
685	0.6584951124
686	0.6584581587
687	0.6584098044
688	0.6583685584
689	0.6583532097
690	0.6583152417
691	0.6582647925
692	0.6582232637
693	0.658179263
694	0.6581430781
695	0.6580858731
696	0.6580605283
697	0.6580094771
698	0.6579826596
699	0.6579533227
700	0.6579238747
701	0.6578884373
702	0.6578415266
703	0.6577814687
704	0.6577401733
705	0.6576957182
706	0.6576628849
707	0.6576260203
708	0.6575776398
709	0.6575254815
710	0.6574860795
711	0.6574400586
712	0.6573831172
713	0.6573142353
714	0.657259368
715	0.65721472
716	0.6572006861
717	0.6571684482
718	0.6571399308
719	0.6571081348
720	0.6570708586
721	0.6570269531
722	0.6569880695
723	0.656952416
724	0.6569157734
725	0.6568514318
726	0.6568044237
727	0.6567626533
728	0.6567344642
729	0.6566845317
730	0.6566630594
731	0.6566312112
732	0.6565964513
733	0.6565484461
734	0.6565095659
735	0.656447499
736	0.6564193054
737	0.6563564858
738	0.6563118887
739	0.6562625874
740	0.65621839
741	0.6561792284
742	0.6561323592
743	0.656106535
744	0.6560457502
745	0.6560106572
746	0.6559681888
747	0.6559237339
748	0.6558890259
749	0.6558470967
750	0.6558040859
751	0.6557705114
752	0.6557196436
753	0.6556897016
754	0.655644323
755	0.6556200872
756	0.6555843454
757	0.6555295852
758	0.6554859389
759	0.6554520122
760	0.65539869
761	0.6553552872
762	0.6553086423
763	0.6552707064
764	0.655233017
765	0.6552010902
766	0.6551426093
767	0.655097594
768	0.6550617147
769	0.6550072028
770	0.6549617809
771	0.6549167846
772	0.654873012
773	0.6548215506
774	0.6547725358
775	0.6547311382
776	0.654708785
777	0.6546672643
778	0.6546456822
779	0.65459457
780	0.6545603177
781	0.654535425
782	0.6544952012
783	0.6544585771
784	0.6544080241
785	0.65436782
786	0.6543257978
787	0.6542795901
788	0.6542381105
789	0.6542126508
790	0.6541759624
791	0.6541432178
792	0.6541012648
793	0.6540402519
794	0.6539952998
795	0.653965444
796	0.6539139922
797	0.6538707704
798	0.6538355104
799	0.6538129291
800	0.6537621241
801	0.6537242222
802	0.6536740885
803	0.6536292551
804	0.6535915545
805	0.6535539572
806	0.6535137274
807	0.653491482
808	0.6534459638
809	0.653402033
810	0.6533864327
811	0.6533626821
812	0.6533244984
813	0.6533057618
814	0.653263258
815	0.6532390208
816	0.6531922914
817	0.6531671098
818	0.6531366344
819	0.6530922469
820	0.6530651336
821	0.653029139
822	0.6529833661
823	0.6529349071
824	0.6529152636
825	0.6528673655
826	0.6528311768
827	0.6528047485
828	0.6527770004
829	0.652744162
830	0.6526991922
831	0.6526688521
832	0.6526250913
833	0.6525831641
834	0.6525400299
835	0.652524812
836	0.6524862689
837	0.6524309119
838	0.6523991452
839	0.652360834
840	0.6523227095
841	0.6522992018
842	0.6522447546
843	0.6522103575
844	0.652150316
845	0.652115045
846	0.6520978113
847	0.6520538439
848	0.6520005376
849	0.6519612799
850	0.6519172454
851	0.6518678137
852	0.6518372722
853	0.6517923428
854	0.6517510637
855	0.6517188858
856	0.6516929346
857	0.6516540345
858	0.6516062038
859	0.6515791763
860	0.6515419163
861	0.6514937966
862	0.6514513705
863	0.6513954957
864	0.6513614014
865	0.6513264822
866	0.6512831998
867	0.6512397139
868	0.6511977773
869	0.6511564076
870	0.6511076495
871	0.6510722956
872	0.6510174206
873	0.6510003259
874	0.6509655746
875	0.6509275869
876	0.6509057793
877	0.6508559824
878	0.6508122282
879	0.6507667022
880	0.6507330917
881	0.6506945656
882	0.6506743458
883	0.6506355157
884	0.650595124
885	0.6505665618
886	0.6505429888
887	0.650506293
888	0.6504790245
889	0.6504310148
890	0.6503996137
891	0.6503779463
892	0.6503442632
893	0.6503093416
894	0.6502826839
895	0.650232054
896	0.6502175998
897	0.6501718238
898	0.6501337784
899	0.6501093754
900	0.6500840176
901	0.6500380701
902	0.6499910844
903	0.6499474262
904	0.6499035002
905	0.6498673905
906	0.6498335306
907	0.6497992912
908	0.649775885
909	0.6497305177
910	0.6497097676
911	0.6496561557
912	0.6496401704
913	0.6496075806
914	0.6495635489
915	0.6495238118
916	0.6495005082
917	0.6494644194
918	0.6494339609
919	0.6494026632
920	0.6493722417
921	0.6493424693
922	0.649314923
923	0.6492750467
924	0.6492469481
925	0.6492066939
926	0.649169357
927	0.6491396792
928	0.6490982379
929	0.6490682392
930	0.6490461632
931	0.6490013194
932	0.6489378236
933	0.6489037023
934	0.6488775679
935	0.648843802
936	0.6487978935
937	0.6487633737
938	0.648716213
939	0.6487006843
940	0.6486566696
941	0.6486269259
942	0.6485942856
943	0.6485571228
944	0.6485137246
945	0.6484785962
946	0.6484551932
947	0.6484106888
948	0.6484046382
949	0.6483682775
950	0.6483392869
951	0.6483089705
952	0.6482709037
953	0.6482380135
954	0.6482116747
955	0.6481817638
956	0.6481417639
957	0.6481111243
958	0.6480799845
959	0.6480567442
960	0.6480122623
961	0.6479733089
962	0.6479461556
963	0.6479103146
964	0.6478779726
965	0.6478319881
966	0.6477866948
967	0.6477468178
968	0.6477176668
969	0.6476721737
970	0.6476270838
971	0.647604165
972	0.647563586
973	0.6475425594
974	0.6475103002
975	0.6474710128
976	0.6474322183
977	0.647403908
978	0.6473698232
979	0.6473198693
980	0.6472799225
981	0.6472556556
982	0.6472130405
983	0.6471837017
984	0.6471383693
985	0.6470914586
986	0.6470552846
987	0.6470137757
988	0.6469631987
989	0.6469099703
990	0.6468656544
991	0.6468380988
992	0.6468183927
993	0.6467893404
994	0.6467766075
995	0.6467317198
996	0.6467164432
997	0.6466718864
998	0.6466403815
999	0.6465875042
